Status,URL,Encoded URL,Error Message
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-ابی-رونی-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D8%A8%DB%8C-%D8%B1%D9%88%D9%86%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/تحصیل-لیسانس-در-آنکارا-بدون-امتحان-ورودی","https://studyleo.com/fa/%D8%AA%D8%AD%D8%B5%DB%8C%D9%84-%D9%84%DB%8C%D8%B3%D8%A7%D9%86%D8%B3-%D8%AF%D8%B1-%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%85%D8%AA%D8%AD%D8%A7%D9%86-%D9%88%D8%B1%D9%88%D8%AF%DB%8C",""
200,"https://studyleo.com/fa/تحصیل-کارشناسی-ارشد-بدون-پایاننامه-در-آنکارا-بدون-آزمون-ورود","https://studyleo.com/fa/%D8%AA%D8%AD%D8%B5%DB%8C%D9%84-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%A8%D8%AF%D9%88%D9%86-%D9%BE%D8%A7%DB%8C%D8%A7%D9%86%D9%86%D8%A7%D9%85%D9%87-%D8%AF%D8%B1-%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%A2%D8%B2%D9%85%D9%88%D9%86-%D9%88%D8%B1%D9%88%D8%AF",""
200,"https://studyleo.com/fa/تحصیل-کارشناسی-ارشد-با-پایان-نامه-در-آنکارا-بدون-آزمون-واردشوندگی","https://studyleo.com/fa/%D8%AA%D8%AD%D8%B5%DB%8C%D9%84-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%A8%D8%A7-%D9%BE%D8%A7%DB%8C%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87-%D8%AF%D8%B1-%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%A2%D8%B2%D9%85%D9%88%D9%86-%D9%88%D8%A7%D8%B1%D8%AF%D8%B4%D9%88%D9%86%D8%AF%DA%AF%DB%8C",""
200,"https://studyleo.com/fa/تحصیل-دکترا-در-آنکارا-بدون-امتحان-ورودی","https://studyleo.com/fa/%D8%AA%D8%AD%D8%B5%DB%8C%D9%84-%D8%AF%DA%A9%D8%AA%D8%B1%D8%A7-%D8%AF%D8%B1-%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%85%D8%AA%D8%AD%D8%A7%D9%86-%D9%88%D8%B1%D9%88%D8%AF%DB%8C",""
200,"https://studyleo.com/fa/مطالعه-دکترا-در-بورسا-بدون-آزمون-ورودی","https://studyleo.com/fa/%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1%D8%A7-%D8%AF%D8%B1-%D8%A8%D9%88%D8%B1%D8%B3%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%A2%D8%B2%D9%85%D9%88%D9%86-%D9%88%D8%B1%D9%88%D8%AF%DB%8C",""
200,"https://studyleo.com/fa/مطالعه-دکتری-در-غازی-عینتاب-بدون-آزمون-ورودی","https://studyleo.com/fa/%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%BA%D8%A7%D8%B2%DB%8C-%D8%B9%DB%8C%D9%86%D8%AA%D8%A7%D8%A8-%D8%A8%D8%AF%D9%88%D9%86-%D8%A2%D8%B2%D9%85%D9%88%D9%86-%D9%88%D8%B1%D9%88%D8%AF%DB%8C",""
200,"https://studyleo.com/fa/شهریه-ها-در-دانشگاه-آکیبادم-محمد-علی-آیدینلار-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D9%87%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A2%DA%A9%DB%8C%D8%A8%D8%A7%D8%AF%D9%85-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D9%84%DB%8C-%D8%A2%DB%8C%D8%AF%DB%8C%D9%86%D9%84%D8%A7%D8%B1-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-التینباس-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D9%84%D8%AA%DB%8C%D9%86%D8%A8%D8%A7%D8%B3-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-آنکارا-مدیپول-برای-دانشجویان-بینالمللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7-%D9%85%D8%AF%DB%8C%D9%BE%D9%88%D9%84-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریههای-دانشگاه-بخشجهیر-برای-دانشجویان-بینالمللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A8%D8%AE%D8%B4%D8%AC%D9%87%DB%8C%D8%B1-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-بیلکنت-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A8%DB%8C%D9%84%DA%A9%D9%86%D8%AA-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-دوغوش-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%AF%D9%88%D8%BA%D9%88%D8%B4-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/tuition-fees-at-fatih-sultan-mehmed-university-for-international-students","https://studyleo.com/fa/tuition-fees-at-fatih-sultan-mehmed-university-for-international-students",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-استانبول-کنت-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84-%DA%A9%D9%86%D8%AA-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-مدیپول-استانبول-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%85%D8%AF%DB%8C%D9%BE%D9%88%D9%84-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-دانشگاه-نیسانتاشی-استانبول-برای-دانشجویان-بینالمللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D9%86%DB%8C%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D8%B4%DB%8C-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
200,"https://studyleo.com/fa/شهریه-در-دانشگاه-استانبول-تپکاپی-برای-دانشجویان-بین-المللی","https://studyleo.com/fa/%D8%B4%D9%87%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84-%D8%AA%D9%BE%DA%A9%D8%A7%D9%BE%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C",""
